time_ms,sample_idx,ecg_v,ecg_ac_v,ppg,lead_off
682761,170639,1.7181,-0.0017,86364,0
682765,170640,1.731,0.0109,86364,0
682769,170641,1.7366,0.0163,85678,0
682773,170642,1.7326,0.012,86279,0
682777,170643,1.7229,0.0023,85690,0
682781,170644,1.7262,0.0054,86207,0
682785,170645,1.7342,0.0132,86207,0
682789,170646,1.7294,0.0082,86068,0
682793,170647,1.7407,0.0192,86068,0
682797,170648,1.7664,0.0442,85735,0
682801,170649,1.8027,0.0791,86005,0
682805,170650,1.8269,0.1015,85681,0
682809,170651,1.8358,0.1086,85886,0
682813,170652,1.8341,0.1053,85886,0
682817,170653,1.8414,0.1107,85652,0
682821,170654,1.8285,0.0963,85808,0
682825,170655,1.8188,0.0853,85706,0
682829,170656,1.8366,0.1015,85729,0
682833,170657,1.8736,0.1365,85729,0
682837,170658,1.8954,0.1559,85701,0
682841,170659,1.8914,0.1497,85684,0
682845,170660,1.8607,0.1173,85732,0
682849,170661,1.8398,0.095,85630,0
682853,170662,1.8188,0.0731,85630,0
682857,170663,1.7987,0.0522,85752,0
682861,170664,1.7866,0.0396,85561,0
682865,170665,1.7922,0.0446,85772,0
682869,170666,1.7866,0.0384,85587,0
682873,170667,1.7664,0.0181,85587,0
682877,170668,1.739,-0.0092,85558,0
682881,170669,1.7302,-0.0179,85558,0
682885,170670,1.7326,-0.0153,85853,0
682889,170671,1.7213,-0.0262,85583,0
682893,170672,1.6979,-0.049,85847,0
682897,170673,1.6899,-0.0563,85592,0
682901,170674,1.6931,-0.0525,85592,0
682905,170675,1.6988,-0.0463,85842,0
682909,170676,1.6988,-0.0458,85606,0
682913,170677,1.6963,-0.0476,85899,0
682917,170678,1.6996,-0.0439,85603,0
682921,170679,1.702,-0.041,85603,0
682925,170680,1.6955,-0.0469,85917,0
682929,170681,1.7004,-0.0416,85648,0
682933,170682,1.706,-0.0356,85951,0
682937,170683,1.7116,-0.0296,85628,0
682941,170684,1.7084,-0.0325,85628,0
682945,170685,1.6988,-0.0417,85961,0
682949,170686,1.702,-0.0381,85618,0
682953,170687,1.7149,-0.025,86007,0
682957,170688,1.7334,-0.0064,85644,0
682961,170689,1.7536,0.0137,85644,0
682965,170690,1.7826,0.0422,85647,0
682969,170691,1.8051,0.0642,85647,0
682973,170692,1.8156,0.0739,86045,0
682977,170693,1.876,0.133,85691,0
682981,170694,2.0767,0.3305,86052,0
682985,170695,2.4434,0.6905,85702,0
682989,170696,2.6763,0.9147,85702,0
682993,170697,2.6368,0.867,86012,0
682997,170698,2.3338,0.5588,85721,0
683001,170699,1.8857,0.1097,86079,0
683005,170700,1.5553,-0.2187,85727,0
683009,170701,1.424,-0.3469,85727,0
683013,170702,1.4505,-0.3174,86103,0
683017,170703,1.5319,-0.2339,85766,0
683021,170704,1.5964,-0.168,86111,0
683025,170705,1.6109,-0.1521,85726,0
683029,170706,1.6222,-0.1396,85726,0
683033,170707,1.6754,-0.0857,85726,0
683037,170708,1.7439,-0.0171,85708,0
683041,170709,1.7793,0.0182,86161,0
683045,170710,1.7761,0.0149,85727,0
683049,170711,1.7584,-0.0028,85727,0
683053,170712,1.7536,-0.0076,85697,0
683057,170713,1.7616,0.0005,85697,0
683061,170714,1.7648,0.0037,86195,0
683065,170715,1.7713,0.01,85706,0
683069,170716,1.7818,0.0203,86201,0
683073,170717,1.7898,0.0282,85678,0
683077,170718,1.7922,0.0303,85678,0
683081,170719,1.7858,0.0237,86172,0
683085,170720,1.7963,0.0339,85690,0
683089,170721,1.8019,0.0393,86236,0
683093,170722,1.8108,0.0478,85683,0
683097,170723,1.8196,0.0562,85683,0
683101,170724,1.8221,0.0582,86227,0
683105,170725,1.8269,0.0626,85735,0
683109,170726,1.8349,0.0701,86251,0
683113,170727,1.839,0.0736,85681,0
683117,170728,1.8422,0.0762,85681,0
683121,170729,1.8478,0.0813,85681,0
683125,170730,1.8543,0.0871,85652,0
683129,170731,1.8543,0.0865,86312,0
683133,170732,1.8567,0.0883,85706,0
683137,170733,1.8664,0.0973,85706,0
683141,170734,1.8736,0.1038,85701,0
683145,170735,1.8801,0.1095,85701,0
683149,170736,1.8833,0.1119,86324,0
683153,170737,1.8914,0.1192,85732,0
683157,170738,1.9051,0.132,86336,0
683161,170739,1.9212,0.1471,85752,0
683165,170740,1.9284,0.1533,85752,0
683169,170741,1.9381,0.1619,86331,0
683173,170742,1.9534,0.1761,85772,0
683177,170743,1.9671,0.1885,86370,0
683181,170744,1.9744,0.1945,85810,0
683185,170745,1.9897,0.2085,85810,0
683189,170746,2.013,0.2304,86365,0
683193,170747,2.0267,0.2425,85853,0
683197,170748,2.034,0.2482,86330,0
683201,170749,2.0469,0.2594,85847,0
683205,170750,2.0598,0.2706,85847,0
683209,170751,2.0703,0.2793,85842,0
683213,170752,2.0678,0.2752,85842,0
683217,170753,2.0695,0.2751,86229,0
683221,170754,2.0759,0.2799,85899,0
683225,170755,2.0783,0.2806,86110,0
683229,170756,2.0695,0.2701,85917,0
683233,170757,2.0477,0.2468,85917,0
683237,170758,2.0267,0.2245,85974,0
683241,170759,2.0026,0.1992,85951,0
683245,170760,1.9768,0.1724,85890,0
683249,170761,1.9405,0.1353,85961,0
683253,170762,1.9059,0.1001,85961,0
683257,170763,1.8793,0.073,85745,0
683261,170764,1.8543,0.0478,86007,0
683265,170765,1.8164,0.0098,85691,0
683269,170766,1.7874,-0.0191,86022,0
683273,170767,1.7632,-0.043,86022,0
683277,170768,1.7503,-0.0556,85605,0
683281,170769,1.727,-0.0785,86045,0
683285,170770,1.7084,-0.0965,85570,0
683289,170771,1.6979,-0.1064,86052,0
683293,170772,1.7036,-0.1002,86052,0
683297,170773,1.6988,-0.1044,86012,0
683301,170774,1.6883,-0.1143,86012,0
683305,170775,1.6802,-0.1217,85526,0
683309,170776,1.6826,-0.1186,86079,0
683313,170777,1.6826,-0.118,85484,0
683317,170778,1.6762,-0.1238,86103,0
683321,170779,1.6714,-0.1279,86103,0
683325,170780,1.6794,-0.1192,85461,0
683329,170781,1.6875,-0.1106,86111,0
683333,170782,1.6842,-0.1132,85485,0
683337,170783,1.6786,-0.1183,85726,0
683341,170784,1.6907,-0.1056,85726,0
683345,170785,1.6963,-0.0995,85469,0
683349,170786,1.6963,-0.099,86161,0
683353,170787,1.6891,-0.1057,85516,0
683357,170788,1.6899,-0.1043,86158,0
683361,170789,1.6939,-0.0998,86158,0
683365,170790,1.6947,-0.0985,85528,0
683369,170791,1.6955,-0.0972,86195,0
683373,170792,1.6988,-0.0935,85535,0
683377,170793,1.7149,-0.077,86201,0
683381,170794,1.7181,-0.0734,86201,0
683385,170795,1.7068,-0.0843,86172,0
683389,170796,1.702,-0.0887,86172,0
683393,170797,1.7044,-0.0859,85595,0
683397,170798,1.7084,-0.0815,86236,0
683401,170799,1.7036,-0.0859,85587,0
683405,170800,1.706,-0.0831,86227,0
683409,170801,1.7181,-0.0706,86227,0
683413,170802,1.7165,-0.0719,85585,0
683417,170803,1.706,-0.082,86251,0
683421,170804,1.7012,-0.0864,85629,0
683425,170805,1.71,-0.0772,85681,0
683429,170806,1.7157,-0.0712,85681,0
683433,170807,1.7084,-0.0781,85638,0
683437,170808,1.702,-0.0842,86312,0
683441,170809,1.7004,-0.0854,85660,0
683445,170810,1.702,-0.0834,86315,0
683449,170811,1.7084,-0.0766,86315,0
683453,170812,1.7084,-0.0763,85670,0
683457,170813,1.7116,-0.0727,86324,0
683461,170814,1.7213,-0.0628,85677,0
683465,170815,1.7189,-0.0649,86336,0
683469,170816,1.7084,-0.075,86336,0
683473,170817,1.6979,-0.0851,86331,0
683477,170818,1.7004,-0.0824,86331,0
683481,170819,1.7028,-0.0796,85694,0
683485,170820,1.6955,-0.0865,86370,0
683489,170821,1.6963,-0.0853,85651,0
683493,170822,1.7028,-0.0785,86365,0
683497,170823,1.7052,-0.0758,86365,0
683501,170824,1.7028,-0.0778,85593,0
683505,170825,1.7068,-0.0735,86330,0
683509,170826,1.7052,-0.0748,85610,0
683513,170827,1.7092,-0.0705,86273,0
683517,170828,1.7116,-0.0678,86273,0
683521,170829,1.7116,-0.0675,85590,0
683525,170830,1.7133,-0.0656,86229,0
683529,170831,1.7197,-0.0589,85577,0
683533,170832,1.7213,-0.057,86110,0
683537,170833,1.7149,-0.0632,86110,0
683541,170834,1.7092,-0.0686,85579,0
683545,170835,1.7197,-0.0579,85974,0
683549,170836,1.7213,-0.056,85582,0
683553,170837,1.7173,-0.0598,85890,0
683557,170838,1.7181,-0.0588,85890,0
683561,170839,1.7189,-0.0577,85745,0
683565,170840,1.7253,-0.0511,85745,0
683569,170841,1.7237,-0.0528,85638,0
683573,170842,1.7189,-0.0578,85691,0
683577,170843,1.7229,-0.0539,85626,0
683581,170844,1.7342,-0.0427,85605,0
683585,170845,1.7407,-0.0365,85605,0
683589,170846,1.764,-0.0134,85586,0
683593,170847,1.8196,0.0418,85570,0
683597,170848,1.8599,0.0814,85657,0
683601,170849,1.8672,0.0881,85508,0
683605,170850,1.8309,0.0513,85508,0
683609,170851,1.7866,0.0066,85669,0
683613,170852,1.781,0.0006,85526,0
683617,170853,1.81,0.0292,85694,0
683621,170854,1.839,0.0577,85484,0
683625,170855,1.8591,0.0773,85484,0
683629,170856,1.8648,0.0824,85720,0
683633,170857,1.8454,0.0626,85461,0
683637,170858,1.8067,0.0236,85761,0
683641,170859,1.7761,-0.0072,85485,0
683645,170860,1.7616,-0.0218,85485,0
683649,170861,1.7648,-0.0188,85469,0
683653,170862,1.7616,-0.0222,85469,0
683657,170863,1.76,-0.024,85810,0
683661,170864,1.7527,-0.0313,85516,0
683665,170865,1.7495,-0.0346,85848,0
683669,170866,1.7382,-0.0459,85528,0
683673,170867,1.7165,-0.0676,85528,0
683677,170868,1.6971,-0.0869,85795,0
683681,170869,1.6947,-0.0891,85535,0
683685,170870,1.7036,-0.0801,85865,0
683689,170871,1.702,-0.0816,85551,0
683693,170872,1.7028,-0.0807,85551,0
683697,170873,1.702,-0.0814,85889,0
683701,170874,1.7044,-0.0789,85595,0
683705,170875,1.6971,-0.086,85936,0
683709,170876,1.6988,-0.0844,85587,0
683713,170877,1.7028,-0.0803,85587,0
683717,170878,1.706,-0.077,85587,0
683721,170879,1.706,-0.0769,85585,0
683725,170880,1.706,-0.0767,85983,0
683729,170881,1.7116,-0.071,85629,0
683733,170882,1.7125,-0.07,85629,0
683737,170883,1.7116,-0.0707,85638,0
683741,170884,1.7068,-0.0755,85638,0
683745,170885,1.7157,-0.0666,86036,0
683749,170886,1.7495,-0.0328,85660,0
683753,170887,1.7898,0.0072,86034,0
683757,170888,1.8212,0.0382,85670,0
683761,170889,1.8293,0.0458,85670,0
683765,170890,1.8744,0.0904,86006,0
683769,170891,1.9961,0.211,85677,0
683773,170892,2.283,0.4957,86062,0
683777,170893,2.6005,0.8097,85662,0
683781,170894,2.6884,0.8937,85662,0
683785,170895,2.5232,0.7254,86067,0
683789,170896,2.1041,0.3048,85694,0
683793,170897,1.6609,-0.1381,86099,0
683797,170898,1.3958,-0.4017,85651,0
683801,170899,1.3345,-0.4611,85651,0
683805,170900,1.4232,-0.3709,85593,0
683809,170901,1.5336,-0.2592,85593,0
683813,170902,1.5908,-0.201,86154,0
683817,170903,1.6327,-0.1583,85610,0
683821,170904,1.6891,-0.1013,86146,0
683825,170905,1.735,-0.0551,85590,0
683829,170906,1.76,-0.0298,85590,0
683833,170907,1.7632,-0.0261,86128,0
683837,170908,1.7608,-0.028,85577,0
683841,170909,1.7544,-0.0339,86166,0
683845,170910,1.7536,-0.0343,85579,0
683849,170911,1.7608,-0.0267,85579,0
683853,170912,1.7673,-0.0201,86146,0
683857,170913,1.7697,-0.0175,85582,0
683861,170914,1.7673,-0.0199,86192,0
683865,170915,1.7793,-0.0077,85590,0
683869,170916,1.7898,0.0027,85590,0
683873,170917,1.7898,0.0026,86225,0
683877,170918,1.7858,-0.0016,85638,0
683881,170919,1.7874,-0.0002,86221,0
683885,170920,1.8043,0.0165,85626,0
683889,170921,1.8075,0.0193,85626,0
683893,170922,1.7963,0.0077,85586,0
683897,170923,1.7995,0.0104,85586,0
683901,170924,1.8156,0.0261,86302,0
683905,170925,1.8245,0.0344,85657,0
683909,170926,1.8156,0.0251,86301,0
683913,170927,1.8132,0.0222,85669,0
683917,170928,1.8277,0.0362,85669,0
683921,170929,1.8398,0.0477,86290,0
683925,170930,1.8398,0.0472,85694,0
683929,170931,1.8478,0.0546,86344,0
683933,170932,1.8567,0.0629,85720,0
683937,170933,1.8688,0.0744,85720,0
683941,170934,1.8744,0.0793,86365,0
683945,170935,1.8785,0.0826,85761,0
683949,170936,1.8865,0.09,86387,0
683953,170937,1.9051,0.1077,85788,0
683957,170938,1.9179,0.1199,85788,0
683961,170939,1.9276,0.1289,86399,0
683965,170940,1.9389,0.1395,85810,0
683969,170941,1.9542,0.1542,86407,0
683973,170942,1.9736,0.1729,85848,0
683977,170943,1.984,0.183,85848,0
683981,170944,1.9961,0.1954,85795,0
683985,170945,2.0179,0.2189,85795,0
683989,170946,2.0404,0.244,86343,0
683993,170947,2.0509,0.2568,85865,0
683997,170948,2.0606,0.2676,86245,0
684001,170949,2.0703,0.2765,85889,0
684005,170950,2.0743,0.2784,85889,0
684009,170951,2.0767,0.2782,86091,0
684013,170952,2.0719,0.2709,85936,0
684017,170953,2.0711,0.268,86035,0
684021,170954,2.0662,0.2612,85587,0
684025,170955,2.0574,0.2506,85587,0
684029,170956,2.0219,0.2135,85895,0
684033,170957,1.9864,0.1768,85983,0
684037,170958,1.9623,0.1518,85778,0
684041,170959,1.9316,0.1206,85971,0
684045,170960,1.8857,0.0742,85971,0
684049,170961,1.847,0.0351,85674,0
684053,170962,1.8196,0.0075,86036,0
684057,170963,1.7963,-0.016,85571,0
684061,170964,1.764,-0.0483,86034,0
684065,170965,1.7382,-0.0739,86034,0
684069,170966,1.7221,-0.0898,86006,0
684073,170967,1.7084,-0.1032,86006,0
684077,170968,1.6899,-0.1213,85493,0
684081,170969,1.6794,-0.1313,86062,0
684085,170970,1.6722,-0.1381,85446,0
684089,170971,1.6762,-0.1336,86067,0
684093,170972,1.6673,-0.1419,86067,0
684097,170973,1.6585,-0.1501,85359,0
684101,170974,1.6568,-0.151,86099,0
684105,170975,1.6609,-0.1463,85409,0
684109,170976,1.6641,-0.1424,86109,0
684113,170977,1.6609,-0.1449,86109,0
684117,170978,1.6633,-0.1418,85394,0
684121,170979,1.6722,-0.1322,86154,0
684125,170980,1.6802,-0.1235,85429,0
684129,170981,1.6746,-0.1284,86146,0
684133,170982,1.6673,-0.1349,86146,0
684137,170983,1.6722,-0.1293,86146,0
684141,170984,1.6794,-0.1213,86128,0
684145,170985,1.6786,-0.1213,85456,0
684149,170986,1.6697,-0.1293,86166,0
684153,170987,1.6794,-0.1187,86166,0
684157,170988,1.6875,-0.1098,86146,0
684161,170989,1.6907,-0.1057,86146,0
684165,170990,1.6842,-0.1111,85472,0
684169,170991,1.6834,-0.1109,86192,0
684173,170992,1.6931,-0.1002,85478,0
684177,170993,1.7052,-0.0871,86225,0
684181,170994,1.6931,-0.098,86225,0
684185,170995,1.6955,-0.0945,85436,0
684189,170996,1.6988,-0.09,86221,0
684193,170997,1.7084,-0.079,85517,0
684197,170998,1.7044,-0.0817,86247,0
684201,170999,1.7068,-0.078,86247,0
684205,171000,1.71,-0.0733,85516,0
684209,171001,1.7052,-0.0767,86302,0
684213,171002,1.6963,-0.0841,85552,0
684217,171003,1.7028,-0.0762,86301,0
684221,171004,1.71,-0.0675,86301,0
684225,171005,1.7125,-0.0636,86301,0
684229,171006,1.7092,-0.0654,86290,0
684233,171007,1.6988,-0.0744,85594,0
684237,171008,1.6996,-0.0723,86344,0
684241,171009,1.7052,-0.0655,86344,0
684245,171010,1.7084,-0.0612,86365,0
684249,171011,1.6971,-0.0715,86365,0
684253,171012,1.6931,-0.0747,85568,0
684257,171013,1.702,-0.0651,86387,0
684261,171014,1.7092,-0.0573,85577,0
684265,171015,1.6996,-0.0665,86399,0
684269,171016,1.702,-0.0637,86399,0
684273,171017,1.7116,-0.0539,85533,0
684277,171018,1.7108,-0.0545,86407,0
684281,171019,1.7036,-0.0617,85553,0
684285,171020,1.6963,-0.0689,86377,0
684289,171021,1.7044,-0.0608,86377,0
684293,171022,1.7125,-0.0528,85522,0
684297,171023,1.7133,-0.0521,86343,0
684301,171024,1.71,-0.0554,85528,0
684305,171025,1.706,-0.0595,86245,0
684309,171026,1.71,-0.0556,86245,0
684313,171027,1.7108,-0.0549,86091,0
684317,171028,1.7116,-0.0542,86091,0
684321,171029,1.7133,-0.0528,85540,0
684325,171030,1.7253,-0.0409,86035,0
684329,171031,1.7278,-0.0386,85498,0
684333,171032,1.7213,-0.0452,85895,0
684337,171033,1.7157,-0.051,85895,0
684341,171034,1.7213,-0.0455,85495,0
684345,171035,1.7245,-0.0424,85778,0
684349,171036,1.7237,-0.0433,85513,0
684353,171037,1.7213,-0.0458,85674,0
684357,171038,1.7245,-0.0428,85674,0
684361,171039,1.7278,-0.0397,85503,0
684365,171040,1.731,-0.0366,85571,0
684369,171041,1.7318,-0.0359,85540,0
684373,171042,1.735,-0.0328,85511,0
684377,171043,1.7407,-0.0273,85511,0
684381,171044,1.7374,-0.0306,85568,0
684385,171045,1.7253,-0.0428,85493,0
684389,171046,1.7278,-0.0405,85579,0
684393,171047,1.7439,-0.0245,85446,0
684397,171048,1.7439,-0.0246,85446,0
684401,171049,1.7519,-0.0168,85359,0
684405,171050,1.7834,0.0143,85359,0
684409,171051,1.8382,0.0687,85665,0
684413,171052,1.8672,0.0971,85409,0
684417,171053,1.8535,0.0828,85663,0
684421,171054,1.81,0.0388,85394,0
684425,171055,1.7874,0.016,85394,0
684429,171056,1.7995,0.0277,85665,0
684433,171057,1.8245,0.0522,85429,0
684437,171058,1.8486,0.0758,85724,0
684441,171059,1.8623,0.0889,86146,0
684445,171060,1.8551,0.081,86146,0
684449,171061,1.8253,0.0507,85710,0
684453,171062,1.7866,0.0117,85456,0
684457,171063,1.7721,-0.003,85776,0
684461,171064,1.7753,-0.0,85442,0
684465,171065,1.7793,0.0038,85442,0
684469,171066,1.7713,-0.0045,85805,0
684473,171067,1.764,-0.0121,85472,0
684477,171068,1.7648,-0.0115,85827,0
684481,171069,1.7608,-0.0158,85478,0
684485,171070,1.7415,-0.0353,85478,0
684489,171071,1.7342,-0.0427,85436,0
684493,171072,1.7318,-0.0452,85436,0
684497,171073,1.7221,-0.055,85895,0
684501,171074,1.7108,-0.0663,85517,0
684505,171075,1.71,-0.0671,85901,0
684509,171076,1.7181,-0.0591,85516,0
684513,171077,1.7213,-0.0559,85516,0
684517,171078,1.7229,-0.0544,85894,0
684521,171079,1.7173,-0.06,85552,0
684525,171080,1.7173,-0.06,85940,0
684529,171081,1.7294,-0.048,86301,0
684533,171082,1.7342,-0.0432,86301,0
684537,171083,1.7181,-0.0593,85927,0
684541,171084,1.7189,-0.0586,85594,0
684545,171085,1.7407,-0.0369,85984,0
684549,171086,1.7536,-0.0241,85587,0
684553,171087,1.7511,-0.0267,85587,0
684557,171088,1.7536,-0.0244,85988,0
684561,171089,1.7729,-0.0053,85568,0
684565,171090,1.8084,0.0298,86015,0
684569,171091,1.8374,0.0584,85577,0
684573,171092,1.8438,0.0644,85577,0
684577,171093,1.8728,0.0928,85533,0
684581,171094,2.0058,0.2246,85533,0
684585,171095,2.2935,0.5101,86084,0
684589,171096,2.611,0.8242,85553,0
684593,171097,2.6884,0.8981,86078,0
684597,171098,2.536,0.7431,85522,0
684601,171099,2.1404,0.3464,85522,0
684605,171100,1.7116,-0.0819,86046,0
684609,171101,1.4489,-0.3432,85528,0
684613,171102,1.3974,-0.3933,86094,0
684617,171103,1.4763,-0.313,85525,0
684621,171104,1.5626,-0.2256,85525,0
684625,171105,1.6029,-0.1843,86088,0
684629,171106,1.6262,-0.16,85540,0
684633,171107,1.677,-0.1086,86124,0
684637,171108,1.7286,-0.0567,85498,0
684641,171109,1.7721,-0.0131,85498,0
684645,171110,1.7834,-0.0019,86129,0
684649,171111,1.7866,0.0012,85495,0
684653,171112,1.7906,0.0051,86159,0
684657,171113,1.7801,-0.0055,85513,0
684661,171114,1.7761,-0.0096,85513,0
684665,171115,1.7858,-0.0001,85503,0
684669,171116,1.793,0.007,85503,0
684673,171117,1.7898,0.0035,86214,0
684677,171118,1.793,0.0063,85540,0
684681,171119,1.8084,0.0212,86201,0
684685,171120,1.8075,0.0199,85568,0
684689,171121,1.8059,0.0179,85568,0
684693,171122,1.8051,0.0167,86188,0
684697,171123,1.8188,0.0299,85579,0
684701,171124,1.8253,0.0359,86241,0
684705,171125,1.8245,0.0346,85633,0
684709,171126,1.8237,0.0333,85633,0
684713,171127,1.8341,0.0432,86244,0
684717,171128,1.8462,0.0548,85665,0
684721,171129,1.8398,0.0478,86281,0
684725,171130,1.8317,0.0392,85663,0
684729,171131,1.8374,0.0443,85663,0
684733,171132,1.8486,0.0551,86294,0
684737,171133,1.8607,0.0666,85665,0
684741,171134,1.864,0.0692,86328,0
684745,171135,1.8664,0.071,85724,0
684749,171136,1.8672,0.0713,85724,0
684753,171137,1.8664,0.0702,85710,0
684757,171138,1.8728,0.0764,85710,0
684761,171139,1.8857,0.0891,86405,0
684765,171140,1.9018,0.1051,85776,0
684769,171141,1.9228,0.1264,86387,0
684773,171142,1.9316,0.1366,85805,0
684777,171143,1.9437,0.1514,85805,0
684781,171144,1.9631,0.1736,86355,0
684785,171145,1.9792,0.1919,85827,0
684789,171146,1.9856,0.1988,86378,0
684793,171147,1.9905,0.2023,85840,0
684797,171148,2.009,0.2184,85840,0
684801,171149,2.0348,0.2414,86318,0
684805,171150,2.0485,0.2526,85895,0
684809,171151,2.0541,0.2562,86266,0
684813,171152,2.0654,0.2655,85901,0
684817,171153,2.0823,0.2807,85901,0
684821,171154,2.092,0.2887,86182,0
684825,171155,2.0848,0.2801,85894,0
684829,171156,2.0638,0.2579,86061,0
684833,171157,2.063,0.2559,85940,0
684837,171158,2.0541,0.2459,85940,0
684841,171159,2.034,0.2246,85927,0
684845,171160,2.0034,0.193,85927,0
684849,171161,1.9671,0.1559,85868,0
684853,171162,1.9389,0.127,85984,0
684857,171163,1.9026,0.0902,85717,0
684861,171164,1.8696,0.0567,85988,0
684865,171165,1.8414,0.0283,85988,0
684869,171166,1.8188,0.0056,85594,0
684873,171167,1.7898,-0.0234,86015,0
684877,171168,1.7568,-0.0563,85536,0
684881,171169,1.7358,-0.0771,86019,0
684885,171170,1.7286,-0.084,86019,0
684889,171171,1.7092,-0.103,85449,0
684893,171172,1.6923,-0.1195,86084,0
684897,171173,1.6907,-0.1207,85447,0
684901,171174,1.6915,-0.1194,86078,0
684905,171175,1.6899,-0.1204,86078,0
684909,171176,1.6738,-0.136,85412,0
684913,171177,1.6665,-0.1426,86046,0
684917,171178,1.6722,-0.1364,85420,0
684921,171179,1.6754,-0.1325,86094,0
684925,171180,1.6568,-0.1503,86094,0
684929,171181,1.648,-0.1584,86088,0
684933,171182,1.6568,-0.1487,86088,0
684937,171183,1.6722,-0.1326,85453,0
684941,171184,1.6778,-0.1262,86124,0
684945,171185,1.6641,-0.139,85411,0
684949,171186,1.6673,-0.1349,86129,0
684953,171187,1.6834,-0.1179,86129,0
684957,171188,1.6899,-0.1106,85391,0
684961,171189,1.6826,-0.1168,86159,0
684965,171190,1.681,-0.1174,85443,0
684969,171191,1.6859,-0.1115,86167,0
684973,171192,1.6875,-0.1087,86167,0
684977,171193,1.6834,-0.1116,85440,0
684981,171194,1.681,-0.1127,86214,0
684985,171195,1.6891,-0.1034,85466,0
684989,171196,1.6899,-0.1011,86201,0
684993,171197,1.6875,-0.1021,86201,0
684997,171198,1.6947,-0.0934,85496,0
685001,171199,1.7044,-0.0823,86188,0
685005,171200,1.71,-0.0752,85512,0
685009,171201,1.706,-0.0777,86241,0
685013,171202,1.7028,-0.0795,86241,0
685017,171203,1.6996,-0.0812,86244,0
685021,171204,1.7052,-0.0741,86244,0
685025,171205,1.7052,-0.0727,85568,0
685029,171206,1.6955,-0.0811,86281,0
685033,171207,1.6955,-0.0799,85559,0
685037,171208,1.6963,-0.078,86294,0
685041,171209,1.6947,-0.0787,86294,0
685045,171210,1.6891,-0.0835,85515,0
685049,171211,1.681,-0.0909,86328,0
685053,171212,1.6899,-0.0816,85573,0
685057,171213,1.6996,-0.0715,86352,0
685061,171214,1.6955,-0.0753,86352,0
685065,171215,1.6899,-0.0807,85573,0
685069,171216,1.6971,-0.0734,86405,0
685073,171217,1.7028,-0.0677,85571,0
685077,171218,1.702,-0.0685,86387,0
685081,171219,1.6955,-0.0751,86387,0
685085,171220,1.6979,-0.0727,85567,0
685089,171221,1.7044,-0.0664,86355,0
685093,171222,1.7028,-0.0682,85549,0
685097,171223,1.6899,-0.0812,86378,0
685101,171224,1.6907,-0.0805,86378,0
685105,171225,1.7068,-0.0646,86318,0
685109,171226,1.7076,-0.0639,86318,0
685113,171227,1.702,-0.0697,85560,0
685117,171228,1.6971,-0.0747,86266,0
685121,171229,1.7068,-0.0652,85512,0
685125,171230,1.7092,-0.0629,86182,0
685129,171231,1.702,-0.0702,86182,0
685133,171232,1.702,-0.0704,85453,0
685137,171233,1.7092,-0.0633,86061,0
685141,171234,1.7125,-0.0602,85500,0
685145,171235,1.7133,-0.0595,85951,0
685149,171236,1.7165,-0.0565,85951,0
685153,171237,1.7133,-0.0598,85472,0
685157,171238,1.7358,-0.0375,85868,0
685161,171239,1.7705,-0.0031,85497,0
685165,171240,1.8059,0.0318,85717,0
685169,171241,1.8317,0.057,85717,0
685173,171242,1.8366,0.0613,85500,0
