time_ms,sample_idx,ecg_v,ecg_ac_v,ppg,lead_off
493877,123418,1.6585,-0.1449,87313,0
493881,123419,1.6544,-0.148,87313,0
493885,123420,1.6536,-0.1478,86654,0
493889,123421,1.6641,-0.1364,87366,0
493893,123422,1.673,-0.1265,86683,0
493897,123423,1.6649,-0.1334,87385,0
493901,123424,1.6552,-0.142,87385,0
493905,123425,1.6689,-0.1271,86685,0
493909,123426,1.6746,-0.1202,87391,0
493913,123427,1.6722,-0.1214,86692,0
493917,123428,1.6665,-0.1257,87410,0
493921,123429,1.6754,-0.1155,87410,0
493925,123430,1.6891,-0.1004,86703,0
493929,123431,1.6923,-0.0956,87451,0
493933,123432,1.6859,-0.1006,86709,0
493937,123433,1.6891,-0.0959,87445,0
493941,123434,1.6996,-0.0839,87445,0
493945,123435,1.6996,-0.0823,87443,0
493949,123436,1.681,-0.0992,87443,0
493953,123437,1.6802,-0.0984,86746,0
493957,123438,1.6931,-0.084,87479,0
493961,123439,1.6988,-0.0768,86737,0
493965,123440,1.6899,-0.0842,87473,0
493969,123441,1.6794,-0.0934,87473,0
493973,123442,1.6963,-0.0752,86682,0
493977,123443,1.7044,-0.0661,87505,0
493981,123444,1.6996,-0.07,86756,0
493985,123445,1.6875,-0.0813,87526,0
493989,123446,1.6939,-0.0743,87526,0
493993,123447,1.7076,-0.0601,86778,0
493997,123448,1.702,-0.0653,87556,0
494001,123449,1.6859,-0.0811,86773,0
494005,123450,1.6891,-0.0778,87576,0
494009,123451,1.6971,-0.0696,87576,0
494013,123452,1.6979,-0.0687,87576,0
494017,123453,1.6851,-0.0816,87625,0
494021,123454,1.6842,-0.0825,86788,0
494025,123455,1.6931,-0.0736,87599,0
494029,123456,1.6923,-0.0744,86786,0
494033,123457,1.6762,-0.0906,87563,0
494037,123458,1.6697,-0.0971,87563,0
494041,123459,1.6859,-0.0811,86746,0
494045,123460,1.6988,-0.0682,87585,0
494049,123461,1.6915,-0.0756,86750,0
494053,123462,1.6697,-0.0973,87535,0
494057,123463,1.681,-0.0861,87535,0
494061,123464,1.6971,-0.0701,86716,0
494065,123465,1.6947,-0.0725,87476,0
494069,123466,1.6851,-0.0822,86732,0
494073,123467,1.6859,-0.0815,87168,0
494077,123468,1.6988,-0.0687,87168,0
494081,123469,1.6963,-0.0712,86720,0
494085,123470,1.6883,-0.0792,87332,0
494089,123471,1.6891,-0.0785,86711,0
494093,123472,1.71,-0.0576,87226,0
494097,123473,1.7125,-0.0552,87226,0
494101,123474,1.7052,-0.0626,87113,0
494105,123475,1.7221,-0.0458,87113,0
494109,123476,1.7729,0.0047,86759,0
494113,123477,1.8156,0.047,87017,0
494117,123478,1.8293,0.0602,86721,0
494121,123479,1.8237,0.054,86882,0
494125,123480,1.8253,0.0551,86882,0
494129,123481,1.8059,0.0354,86668,0
494133,123482,1.793,0.0222,86838,0
494137,123483,1.7963,0.025,86749,0
494141,123484,1.8309,0.0592,86787,0
494145,123485,1.8632,0.0908,86787,0
494149,123486,1.8696,0.0966,86766,0
494153,123487,1.8374,0.0639,86740,0
494157,123488,1.8043,0.0304,86758,0
494161,123489,1.793,0.0188,86715,0
494165,123490,1.7753,0.0008,86715,0
494169,123491,1.7415,-0.0332,86778,0
494173,123492,1.7286,-0.0463,86744,0
494177,123493,1.7439,-0.0311,86822,0
494181,123494,1.7439,-0.0313,86686,0
494185,123495,1.7221,-0.0531,86686,0
494189,123496,1.6979,-0.0773,86654,0
494193,123497,1.6996,-0.0757,86654,0
494197,123498,1.7028,-0.0724,86857,0
494201,123499,1.681,-0.094,86683,0
494205,123500,1.6609,-0.1141,86866,0
494209,123501,1.6633,-0.1115,86685,0
494213,123502,1.6794,-0.0952,86685,0
494217,123503,1.673,-0.1015,86847,0
494221,123504,1.6633,-0.1111,86692,0
494225,123505,1.6722,-0.1021,86910,0
494229,123506,1.6859,-0.0884,86703,0
494233,123507,1.6923,-0.0818,86703,0
494237,123508,1.6778,-0.0962,86938,0
494241,123509,1.6714,-0.1026,86709,0
494245,123510,1.6826,-0.0912,86946,0
494249,123511,1.6899,-0.0838,86715,0
494253,123512,1.6826,-0.091,86715,0
494257,123513,1.677,-0.0966,86746,0
494261,123514,1.6867,-0.0868,86746,0
494265,123515,1.7165,-0.057,87013,0
494269,123516,1.7382,-0.0354,86737,0
494273,123517,1.7713,-0.0026,87017,0
494277,123518,1.8027,0.0284,86682,0
494281,123519,1.8277,0.0529,86682,0
494285,123520,1.8962,0.1207,86991,0
494289,123521,2.0904,0.3133,86756,0
494293,123522,2.4442,0.6641,87030,0
494297,123523,2.6948,0.9108,86778,0
494301,123524,2.6658,0.8779,86778,0
494305,123525,2.3346,0.5442,87025,0
494309,123526,1.8511,0.06,86773,0
494313,123527,1.4916,-0.2986,87074,0
494317,123528,1.3256,-0.463,87576,0
494321,123529,1.3442,-0.443,87576,0
494325,123530,1.4578,-0.3284,87085,0
494329,123531,1.5682,-0.2174,86788,0
494333,123532,1.6117,-0.1734,87112,0
494337,123533,1.6367,-0.148,86786,0
494341,123534,1.6867,-0.0979,86786,0
494345,123535,1.7447,-0.0398,86746,0
494349,123536,1.7737,-0.0108,86746,0
494353,123537,1.7656,-0.0186,87161,0
494357,123538,1.7552,-0.0287,86750,0
494361,123539,1.7447,-0.0388,87136,0
494365,123540,1.756,-0.0271,86716,0
494369,123541,1.7632,-0.0196,86716,0
494373,123542,1.7568,-0.0259,87122,0
494377,123543,1.7632,-0.0193,86732,0
494381,123544,1.7793,-0.0028,87165,0
494385,123545,1.7906,0.0088,86720,0
494389,123546,1.7777,-0.0037,86720,0
494393,123547,1.7818,0.0005,87178,0
494397,123548,1.7987,0.0175,86711,0
494401,123549,1.8124,0.0312,87196,0
494405,123550,1.8067,0.0254,86709,0
494409,123551,1.7995,0.018,86709,0
494413,123552,1.8124,0.0307,87218,0
494417,123553,1.8277,0.0458,86759,0
494421,123554,1.8237,0.0416,87253,0
494425,123555,1.8156,0.0332,86721,0
494429,123556,1.8253,0.0425,86721,0
494433,123557,1.8446,0.0614,86668,0
494437,123558,1.8438,0.0602,86668,0
494441,123559,1.8374,0.0532,87284,0
494445,123560,1.847,0.0622,86749,0
494449,123561,1.872,0.0864,87275,0
494453,123562,1.8833,0.097,86766,0
494457,123563,1.8793,0.0922,86766,0
494461,123564,1.8841,0.0963,87259,0
494465,123565,1.9067,0.118,86758,0
494469,123566,1.9276,0.138,87317,0
494473,123567,1.93,0.1395,86778,0
494477,123568,1.9316,0.1401,86778,0
494481,123569,1.9534,0.1608,87322,0
494485,123570,1.984,0.1903,86822,0
494489,123571,1.9897,0.1948,87317,0
494493,123572,1.9864,0.1905,86820,0
494497,123573,2.009,0.2118,86820,0
494501,123574,2.034,0.2355,86857,0
494505,123575,2.0477,0.2479,86857,0
494509,123576,2.0525,0.2515,87314,0
494513,123577,2.0574,0.2552,86866,0
494517,123578,2.0832,0.28,87208,0
494521,123579,2.0985,0.2944,86847,0
494525,123580,2.0896,0.2847,86847,0
494529,123581,2.0864,0.2813,87101,0
494533,123582,2.0985,0.2944,86910,0
494537,123583,2.0896,0.2879,87029,0
494541,123584,2.0566,0.2576,86938,0
494545,123585,2.0219,0.225,86938,0
494549,123586,2.0026,0.2059,86896,0
494553,123587,1.9776,0.1795,86946,0
494557,123588,1.9365,0.1361,86821,0
494561,123589,1.8873,0.0847,86968,0
494565,123590,1.8607,0.0563,86968,0
494569,123591,1.8414,0.0358,86728,0
494573,123592,1.8019,-0.0044,87013,0
494577,123593,1.7592,-0.0476,86629,0
494581,123594,1.727,-0.08,87017,0
494585,123595,1.7133,-0.0935,87017,0
494589,123596,1.6955,-0.1109,86565,0
494593,123597,1.673,-0.1331,87030,0
494597,123598,1.6633,-0.1424,86524,0
494601,123599,1.6649,-0.1403,87025,0
494605,123600,1.6617,-0.1431,86471,0
494609,123601,1.644,-0.1603,87074,0
494613,123602,1.6432,-0.1606,87074,0
494617,123603,1.6552,-0.148,86392,0
494621,123604,1.6633,-0.1394,87085,0
494625,123605,1.6552,-0.1469,86429,0
494629,123606,1.6407,-0.1608,87112,0
494633,123607,1.6448,-0.1561,87112,0
494637,123608,1.6609,-0.1394,86417,0
494641,123609,1.6601,-0.1396,87106,0
494645,123610,1.6536,-0.1455,86410,0
494649,123611,1.6593,-0.1392,87161,0
494653,123612,1.6665,-0.1314,87161,0
494657,123613,1.6665,-0.1307,87161,0
494661,123614,1.6641,-0.1325,87136,0
494665,123615,1.6649,-0.131,86457,0
494669,123616,1.6851,-0.1103,87122,0
494673,123617,1.6923,-0.1023,86437,0
494677,123618,1.6762,-0.1178,87165,0
494681,123619,1.6689,-0.1243,87165,0
494685,123620,1.6875,-0.1051,86420,0
494689,123621,1.6996,-0.0923,87178,0
494693,123622,1.6955,-0.0956,86469,0
494697,123623,1.6867,-0.1037,87196,0
494701,123624,1.6979,-0.0917,87196,0
494705,123625,1.7092,-0.0796,86451,0
494709,123626,1.6955,-0.0924,87218,0
494713,123627,1.6859,-0.1011,86496,0
494717,123628,1.6939,-0.0921,87253,0
494721,123629,1.6988,-0.0863,87253,0
494725,123630,1.6979,-0.0861,86511,0
494729,123631,1.6826,-0.1003,87243,0
494733,123632,1.6875,-0.0943,86524,0
494737,123633,1.7028,-0.0777,87284,0
494741,123634,1.7092,-0.0699,87284,0
494745,123635,1.6931,-0.0846,87275,0
494749,123636,1.6867,-0.0896,87275,0
494753,123637,1.6955,-0.0793,86589,0
494757,123638,1.71,-0.0632,87259,0
494761,123639,1.6931,-0.0785,86586,0
494765,123640,1.6859,-0.0842,87317,0
494769,123641,1.6963,-0.0721,87317,0
494773,123642,1.706,-0.0608,86536,0
494777,123643,1.7036,-0.0617,87322,0
494781,123644,1.6923,-0.0715,86567,0
494785,123645,1.6971,-0.0652,87317,0
494789,123646,1.6996,-0.0613,87317,0
494793,123647,1.6891,-0.0705,86573,0
494797,123648,1.677,-0.0814,87301,0
494801,123649,1.6826,-0.0748,86566,0
494805,123650,1.6996,-0.0571,87314,0
494809,123651,1.7036,-0.0524,87314,0
494813,123652,1.6963,-0.0592,87314,0
494817,123653,1.6979,-0.0572,87208,0
494821,123654,1.7181,-0.0369,86576,0
494825,123655,1.7576,0.0025,87101,0
494829,123656,1.789,0.0336,87101,0
494833,123657,1.8035,0.0477,87029,0
494837,123658,1.8148,0.0584,87029,0
494841,123659,1.8188,0.0619,86541,0
494845,123660,1.8011,0.0436,86896,0
